student;RED-exceptions-hw03;RED-exceptions-hw04;RED-exceptions-hw05;RED-exceptions-hw06;RED-exceptions-hw07;RED-exceptions-hw08;RED-compiler-hw03;RED-compiler-hw04;RED-compiler-hw05;RED-compiler-hw06;RED-compiler-hw07;RED-compiler-hw08;AvgREDCompiler_HW04;AvgREDRuntime_HW04;AvgREDCompiler_HW08;AvgREDRuntime_HW08;SumREDCompiler_HW04;SumREDRuntime_HW04;SumREDCompiler_HW08;SumREDRuntime_HW08
3e11348b68914f93fc74cde47fbcf05cc4b2867d;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3e153ba5e93176a5402d30722e402771b771bf55;0.0;0.0;2.0;1.3333333333333333;0.0;3.2;0.0;0.0;0.0;0.0;0.0;12.333333333333334;0.0;0.0;2.055555555555556;1.0888888888888888;0.0;0.0;12.333333333333334;6.533333333333333
406d5a7eb8631d2290294c40711318b956ed54fd;0.0;0.5;0.5;0.5;3.1666666666666665;8.416666666666666;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.25;0.08333333333333333;2.1805555555555554;0.0;0.5;0.5;13.083333333333332
409cbf4bc16c594da820d29c743f14a10e7919f1;0.0;0.0;0.0;0.5;0.0;5.999999999999999;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0833333333333333;0.0;0.0;0.5;6.499999999999999
4128c27a816942a5871946e8691a7183b59429a9;0.0;0.0;2.0;1.5;0.5;1.3333333333333333;1.3333333333333333;0.0;0.0;0.5;2.6666666666666665;2.25;0.6666666666666666;0.0;1.125;0.8888888888888888;1.3333333333333333;0.0;6.75;5.333333333333333
42fe0cd21665026551f4802887b10b11b48e883a;0.0;1.0;2.833333333333333;1.0;2.75;9.583333333333332;7.333333333333333;0.5;0.0;0.0;0.0;1.0;3.9166666666666665;0.5;1.472222222222222;2.8611111111111107;7.833333333333333;1.0;8.833333333333332;17.166666666666664
432d6f1cb419a77afaef67325d541f506d80cec7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;1.0;1.0
43ddbe9de85fe609a1ecc56a76dbcddb0f52d8c1;0.0;0.5;0.0;0.0;1.8333333333333333;5.7;2.5;0.0;0.0;1.0;2.0;0.0;1.25;0.25;0.9166666666666666;1.3388888888888888;2.5;0.5;5.5;8.033333333333333
444500e9b1f9ba58a2d0653d8ccdb0cf46debca7;0.0;0.5;1.3333333333333333;2.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.08333333333333333;0.6388888888888888;0.5;0.5;0.5;3.833333333333333
4542f79f46c1e57daf32196b082986d08d6addda;0.0;0.0;0.0;0.0;0.0;2.6666666666666665;1.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.2222222222222222;0.4444444444444444;1.3333333333333333;0.0;1.3333333333333333;2.6666666666666665
469ce5ae9862c2ae31c75a1404a8b03af40db5ba;0.0;0.0;0.0;0.5;4.533333333333333;0.0;7.0;7.0;0.5;0.0;1.0;1.0;7.0;0.0;2.75;0.8388888888888889;14.0;0.0;16.5;5.033333333333333
4a181b8a0daafd8c1c8b971d48fb20139cc2e58e;0.0;0.0;0.0;1.0;3.1666666666666665;11.5;4.75;1.3333333333333333;178.72341269841277;3.833333333333333;2.75;12.833333333333332;3.0416666666666665;0.0;34.03723544973547;2.611111111111111;6.083333333333333;0.0;204.2234126984128;15.666666666666666
4b8cafbb2f0acbe010290da14340378e9c684d75;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.5;3.5;3.0;0.0;0.5;0.25;0.0;1.25;1.0;0.5;0.0;7.5;6.0
4be2bd63e16a633b451b15c7c4721b46d35da827;0.0;0.0;0.0;0.5;0.0;0.0;8.0;0.5;13.5;3.0;0.0;245.80476190476182;4.25;0.0;45.134126984126965;0.08333333333333333;8.5;0.0;270.8047619047618;0.5
4c0e060545d21fcedf84f937c59a97bbc71a69e3;0.0;0.0;0.0;0.0;4.083333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.08333333333333333;0.8472222222222222;0.0;0.0;0.5;5.083333333333333
