student;snapshot;datetime;exception;class;method;line;secondary_class;secondary_method;secondary_line
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;Space;toString;60;NBodyTest;testSimulateToString1;84
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;Space;toString;60;NBodyTest;testSimulateToString1;84
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;Space;toString;60;NBodyTest;testSimulateToString1;84
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;Space;toString;60;NBodyTest;testSimulateToString1;84
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-25T19_57_57.766Z;2020-10-25 19:57:57;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;SpaceTest;testSimulate;68
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;SpaceTest;testSimulate;68
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;SpaceTest;testSimulate;68
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateToString1;82
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-26T16_29_06.870Z;2020-10-26 16:29:06;java.lang.NullPointerException;Space;simulate;91;NBodyTest;testSimulateNBody;62
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-27T23_55_04.649Z;2020-10-27 23:55:04;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_07.410Z;2020-10-27 17:36:07;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSetBodies;51;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;SpaceTest;testSimulate;70;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-27T17_36_26.009Z;2020-10-27 17:36:26;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;NBodyTest;testSimulateNBody;64;;;
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-29T19_10_19.139Z;2020-10-29 19:10:19;java.lang.NullPointerException;Space;toString;39;NBodyTest;testSimulateToString1;84
