student;snapshot;datetime;exception;class;method;line;secondary_class;secondary_method;secondary_line
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T00_44_03.820Z;2020-11-24 00:44:03; java.lang.NullPointerException;Codec;encode;58;CodecTester;main;67
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_33_11.077Z;2020-11-24 01:33:11; java.lang.NullPointerException;Codec;encode;58;CodecTester;main;67
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_33_11.077Z;2020-11-24 01:33:11; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;180
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_33_11.077Z;2020-11-24 01:33:11; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;180
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_33_11.077Z;2020-11-24 01:33:11; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;182
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_33_11.077Z;2020-11-24 01:33:11; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;182
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_56_43.737Z;2020-11-24 01:56:43; java.lang.NullPointerException;Codec;encode;58;CodecTester;main;67
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_56_43.737Z;2020-11-24 01:56:43; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;180
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_56_43.737Z;2020-11-24 01:56:43; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;180
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_56_43.737Z;2020-11-24 01:56:43; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;182
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T01_56_43.737Z;2020-11-24 01:56:43; java.lang.NullPointerException;Codec;encrypt;120;CodecTester;main;182
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T02_15_59.767Z;2020-11-24 02:15:59; java.lang.NullPointerException;LFSR;<init>;23;LFSRTester;main;67
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T02_15_59.767Z;2020-11-24 02:15:59; java.lang.NullPointerException;LFSR;<init>;59;LFSRTester;main;99
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T02_15_59.767Z;2020-11-24 02:15:59; java.lang.NullPointerException;LFSR;<init>;59;LFSRTester;main;99
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T02_15_59.767Z;2020-11-24 02:15:59; java.lang.NullPointerException;LFSR;<init>;59;LFSRTester;main;99
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-11-24T02_15_59.767Z;2020-11-24 02:15:59; java.lang.NullPointerException;LFSR;<init>;59;LFSRTester;main;99
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;127
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;127
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;127
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;127
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;CodecTester;main;180
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;CodecTester;main;180
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;CodecTester;main;182
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;CodecTester;main;182
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T19_39_43.278Z;2020-11-21 19:39:43; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T21_30_32.260Z;2020-11-21 21:30:32; java.lang.NullPointerException;LFSR;<init>;21;LFSRTester;main;67
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T21_30_32.260Z;2020-11-21 21:30:32; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;133;LFSRTester;main;138
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T21_30_32.260Z;2020-11-21 21:30:32; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;133;LFSRTester;main;138
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T21_30_32.260Z;2020-11-21 21:30:32; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;133;CodecTester;main;180
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-21T21_30_32.260Z;2020-11-21 21:30:32; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;133;CodecTester;main;182
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-22T14_55_04.345Z;2020-11-22 14:55:04; java.lang.IllegalArgumentException;Codec;decode;65;CodecTester;main;119
025e11c5a647be6af45e5040241901ecd65080f3;2020-11-22T15_17_33.929Z;2020-11-22 15:17:33; java.lang.IllegalArgumentException;Codec;decode;66;CodecTester;main;119
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-11-25T17_47_36.789Z;2020-11-25 17:47:36; java.lang.NullPointerException;LFSR;<init>;18;LFSRTester;main;67
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-11-25T19_09_57.297Z;2020-11-25 19:09:57; java.lang.NullPointerException;Codec;decode;75;CodecTester;main;119
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-11-25T19_24_46.557Z;2020-11-25 19:24:46; java.lang.NullPointerException;Codec;decode;77;CodecTester;main;119
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T01_30_18.814Z;2020-11-18 01:30:18; java.lang.NullPointerException;LFSR;<init>;10;LFSRTester;main;67
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T21_20_22.435Z;2020-11-18 21:20:22; java.lang.NullPointerException;LFSR;<init>;10;LFSRTester;main;67
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T23_06_05.007Z;2020-11-18 23:06:05; java.lang.NullPointerException;Codec;encode;31;CodecTester;main;67
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T23_06_05.007Z;2020-11-18 23:06:05; java.lang.NullPointerException;Codec;decode;51;CodecTester;main;119
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T23_49_21.523Z;2020-11-18 23:49:21; java.lang.NullPointerException;Codec;encode;31;CodecTester;main;67
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-18T23_49_21.523Z;2020-11-18 23:49:21; java.lang.NullPointerException;Codec;decode;51;CodecTester;main;119
04810dc49618a521e56f3207dc85b34ec4e67375;2020-11-19T00_18_35.647Z;2020-11-19 00:18:35; java.lang.NullPointerException;Codec;encode;31;CodecTester;main;67
04810dc49618a521e56f3207dc85b34ec4e67375;2021-04-02T19_31_47.324Z;2021-04-02 19:31:47; java.lang.NullPointerException;LFSR;<init>;127;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.NullPointerException;LFSR;<init>;16;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;180
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;180
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;182
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;182
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T20_49_56.879Z;2020-11-16 20:49:56; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.NullPointerException;LFSR;<init>;16;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;127
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;180
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;180
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;182
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;CodecTester;main;182
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-16T21_13_25.361Z;2020-11-16 21:13:25; java.lang.IllegalArgumentException;LFSR;<init>;21;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-17T16_37_55.348Z;2020-11-17 16:37:55; java.lang.NullPointerException;LFSR;<init>;17;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-17T23_26_30.285Z;2020-11-17 23:26:30; java.lang.NullPointerException;LFSR;<init>;18;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-19T04_18_59.015Z;2020-11-19 04:18:59; java.lang.NullPointerException;Codec;encode;16;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-19T06_17_15.147Z;2020-11-19 06:17:15; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-19T22_06_29.746Z;2020-11-19 22:06:29; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-19T22_56_40.045Z;2020-11-19 22:56:40; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-20T00_15_20.449Z;2020-11-20 00:15:20; java.lang.NullPointerException;LFSR;<init>;19;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-20T05_14_59.626Z;2020-11-20 05:14:59; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-20T16_14_07.177Z;2020-11-20 16:14:07; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-20T16_28_37.359Z;2020-11-20 16:28:37; java.lang.NullPointerException;LFSR;<init>;19;LFSRTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-20T16_33_12.802Z;2020-11-20 16:33:12; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-11-21T20_18_09.889Z;2020-11-21 20:18:09; java.lang.NullPointerException;Codec;encode;17;CodecTester;main;67
084446117d0ab708d724abbe76e58340d13dc899;2020-11-25T17_12_21.675Z;2020-11-25 17:12:21; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;110;LFSRTester;main;138
084446117d0ab708d724abbe76e58340d13dc899;2020-11-25T17_12_21.675Z;2020-11-25 17:12:21; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;110;LFSRTester;main;138
084446117d0ab708d724abbe76e58340d13dc899;2020-11-25T17_12_21.675Z;2020-11-25 17:12:21; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;110;CodecTester;main;180
084446117d0ab708d724abbe76e58340d13dc899;2020-11-25T17_12_21.675Z;2020-11-25 17:12:21; java.lang.ArrayIndexOutOfBoundsException;LFSR;nextBit;110;CodecTester;main;182
084446117d0ab708d724abbe76e58340d13dc899;2020-11-25T22_56_03.041Z;2020-11-25 22:56:03; java.lang.StringIndexOutOfBoundsException;java;lang;658;CodecTester;main;67
084446117d0ab708d724abbe76e58340d13dc899;2020-11-26T02_27_05.938Z;2020-11-26 02:27:05; java.lang.ArrayIndexOutOfBoundsException;Codec;encrypt;101;CodecTester;main;180
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;26;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;51;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;51;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;51;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;51;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.NullPointerException;LFSR;<init>;51;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-18T23_40_18.002Z;2020-11-18 23:40:18; java.lang.IllegalArgumentException;LFSR;<init>;41;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;29;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_35_47.401Z;2020-11-19 04:35:47; java.lang.IllegalArgumentException;LFSR;<init>;44;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;29;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.NullPointerException;LFSR;<init>;55;LFSRTester;main;99
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-19T04_50_13.935Z;2020-11-19 04:50:13; java.lang.IllegalArgumentException;LFSR;<init>;44;LFSRTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T04_27_17.348Z;2020-11-20 04:27:17; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T04_53_28.524Z;2020-11-20 04:53:28; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T06_44_27.728Z;2020-11-20 06:44:27; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T20_13_05.260Z;2020-11-20 20:13:05; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T21_07_05.471Z;2020-11-20 21:07:05; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T21_19_10.716Z;2020-11-20 21:19:10; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T21_39_44.832Z;2020-11-20 21:39:44; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-20T22_02_07.747Z;2020-11-20 22:02:07; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-23T03_16_19.981Z;2020-11-23 03:16:19; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
0b2b215d3895dc070ff308ca5d5733bb0abda40f;2020-11-23T03_53_12.244Z;2020-11-23 03:53:12; java.lang.NullPointerException;Codec;encode;57;CodecTester;main;67
