"student";"snapshot";"datetime"
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-17T03:32:03.621Z";2020-11-17 03:32:03
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-17T18:05:20.690Z";2020-11-17 18:05:20
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-17T18:29:04.941Z";2020-11-17 18:29:04
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T01:36:01.142Z";2020-11-18 01:36:01
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T02:02:16.658Z";2020-11-18 02:02:16
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T02:27:41.941Z";2020-11-18 02:27:41
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T03:04:19.366Z";2020-11-18 03:04:19
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T03:11:35.492Z";2020-11-18 03:11:35
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T04:04:57.930Z";2020-11-18 04:04:57
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T04:05:07.344Z";2020-11-18 04:05:07
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T04:41:21.025Z";2020-11-18 04:41:21
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T20:21:57.788Z";2020-11-18 20:21:57
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-18T20:29:33.689Z";2020-11-18 20:29:33
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T02:29:10.428Z";2020-11-19 02:29:10
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T03:41:48.777Z";2020-11-19 03:41:48
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T04:25:53.422Z";2020-11-19 04:25:53
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T04:30:42.842Z";2020-11-19 04:30:42
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T13:12:09.048Z";2020-11-19 13:12:09
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T21:39:49.515Z";2020-11-19 21:39:49
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T22:16:16.605Z";2020-11-19 22:16:16
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T22:32:18.301Z";2020-11-19 22:32:18
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T22:32:46.850Z";2020-11-19 22:32:46
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T22:49:30.820Z";2020-11-19 22:49:30
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T23:06:31.259Z";2020-11-19 23:06:31
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-19T23:18:49.072Z";2020-11-19 23:18:49
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";"2020-11-20T00:14:46.568Z";2020-11-20 00:14:46
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T15:53:20.565Z";2020-11-23 15:53:20
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T15:56:00.231Z";2020-11-23 15:56:00
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T16:07:48.040Z";2020-11-23 16:07:48
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T16:09:46.397Z";2020-11-23 16:09:46
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T16:38:43.425Z";2020-11-23 16:38:43
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T16:58:54.432Z";2020-11-23 16:58:54
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T17:36:09.566Z";2020-11-23 17:36:09
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T19:33:40.897Z";2020-11-23 19:33:40
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-23T19:51:50.989Z";2020-11-23 19:51:50
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T15:05:04.980Z";2020-11-24 15:05:04
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T15:36:07.977Z";2020-11-24 15:36:07
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T19:44:59.693Z";2020-11-24 19:44:59
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T20:09:10.452Z";2020-11-24 20:09:10
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T20:23:13.386Z";2020-11-24 20:23:13
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T20:38:56.498Z";2020-11-24 20:38:56
"15a781a47074cd944066e0eae974606082fc9788";"2020-11-24T20:41:50.707Z";2020-11-24 20:41:50
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-18T20:14:16.919Z";2020-11-18 20:14:16
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-18T20:14:55.366Z";2020-11-18 20:14:55
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-19T00:58:11.268Z";2020-11-19 00:58:11
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-19T01:46:53.240Z";2020-11-19 01:46:53
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-23T16:55:56.591Z";2020-11-23 16:55:56
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T14:32:31.395Z";2020-11-24 14:32:31
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T18:45:47.432Z";2020-11-24 18:45:47
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T20:17:30.114Z";2020-11-24 20:17:30
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T20:20:31.358Z";2020-11-24 20:20:31
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T20:21:06.518Z";2020-11-24 20:21:06
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T21:07:33.581Z";2020-11-24 21:07:33
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T21:46:32.351Z";2020-11-24 21:46:32
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-24T23:49:06.833Z";2020-11-24 23:49:06
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T00:21:54.571Z";2020-11-25 00:21:54
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T01:10:39.349Z";2020-11-25 01:10:39
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T01:15:25.597Z";2020-11-25 01:15:25
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T11:17:46.767Z";2020-11-25 11:17:46
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T11:56:57.848Z";2020-11-25 11:56:57
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T12:17:00.304Z";2020-11-25 12:17:00
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T15:10:25.279Z";2020-11-25 15:10:25
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T15:25:20.659Z";2020-11-25 15:25:20
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T15:39:23.013Z";2020-11-25 15:39:23
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T17:39:27.208Z";2020-11-25 17:39:27
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T17:39:44.500Z";2020-11-25 17:39:44
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T18:05:37.828Z";2020-11-25 18:05:37
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T18:05:44.020Z";2020-11-25 18:05:44
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T19:24:58.657Z";2020-11-25 19:24:58
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T19:44:24.692Z";2020-11-25 19:44:24
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T19:56:58.934Z";2020-11-25 19:56:58
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T20:17:31.786Z";2020-11-25 20:17:31
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T20:55:37.330Z";2020-11-25 20:55:37
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T21:31:31.096Z";2020-11-25 21:31:31
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T22:22:56.323Z";2020-11-25 22:22:56
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T22:59:57.225Z";2020-11-25 22:59:57
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T23:24:17.073Z";2020-11-25 23:24:17
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T23:42:08.098Z";2020-11-25 23:42:08
"15b943b08735673bf26c83a3211e0dcdbe4014e0";"2020-11-25T23:54:45.854Z";2020-11-25 23:54:45
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T03:41:39.697Z";2020-11-26 03:41:39
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T03:41:58.484Z";2020-11-26 03:41:58
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T03:42:38.035Z";2020-11-26 03:42:38
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T03:42:58.218Z";2020-11-26 03:42:58
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T04:09:13.875Z";2020-11-26 04:09:13
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T04:31:32.644Z";2020-11-26 04:31:32
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T05:07:07.461Z";2020-11-26 05:07:07
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-26T05:33:12.886Z";2020-11-26 05:33:12
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T02:08:04.614Z";2020-11-27 02:08:04
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T03:08:14.925Z";2020-11-27 03:08:14
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T03:10:53.317Z";2020-11-27 03:10:53
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T04:30:59.490Z";2020-11-27 04:30:59
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T04:42:02.910Z";2020-11-27 04:42:02
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T04:51:18.881Z";2020-11-27 04:51:18
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";"2020-11-27T04:55:54.448Z";2020-11-27 04:55:54
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-15T06:37:51.333Z";2020-11-15 06:37:51
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-15T12:31:51.180Z";2020-11-15 12:31:51
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T08:33:01.854Z";2020-11-24 08:33:01
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T08:36:56.087Z";2020-11-24 08:36:56
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T09:23:18.118Z";2020-11-24 09:23:18
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T09:27:00.006Z";2020-11-24 09:27:00
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T09:41:12.321Z";2020-11-24 09:41:12
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T09:47:52.606Z";2020-11-24 09:47:52
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T09:48:02.603Z";2020-11-24 09:48:02
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T10:12:02.220Z";2020-11-24 10:12:02
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T11:17:38.149Z";2020-11-24 11:17:38
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T11:46:27.772Z";2020-11-24 11:46:27
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-24T11:46:42.527Z";2020-11-24 11:46:42
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:09:30.232Z";2020-11-25 13:09:30
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:10:43.977Z";2020-11-25 13:10:43
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:11:03.567Z";2020-11-25 13:11:03
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:13:18.369Z";2020-11-25 13:13:18
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:28:26.305Z";2020-11-25 13:28:26
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:42:44.037Z";2020-11-25 13:42:44
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T13:59:47.932Z";2020-11-25 13:59:47
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:00:36.871Z";2020-11-25 14:00:36
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:02:55.086Z";2020-11-25 14:02:55
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:05:04.816Z";2020-11-25 14:05:04
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:05:09.906Z";2020-11-25 14:05:09
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:05:14.250Z";2020-11-25 14:05:14
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:05:19.497Z";2020-11-25 14:05:19
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T14:24:22.231Z";2020-11-25 14:24:22
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T15:30:24.253Z";2020-11-25 15:30:24
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T16:35:30.815Z";2020-11-25 16:35:30
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T16:37:14.279Z";2020-11-25 16:37:14
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T17:01:59.374Z";2020-11-25 17:01:59
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T17:28:14.951Z";2020-11-25 17:28:14
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";"2020-11-25T17:29:32.467Z";2020-11-25 17:29:32
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-15T17:27:39.988Z";2020-11-15 17:27:39
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-15T17:58:46.569Z";2020-11-15 17:58:46
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T00:31:54.335Z";2020-11-21 00:31:54
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T22:54:40.317Z";2020-11-21 22:54:40
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T22:54:52.951Z";2020-11-21 22:54:52
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T22:57:57.484Z";2020-11-21 22:57:57
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T23:03:04.191Z";2020-11-21 23:03:04
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T23:08:36.730Z";2020-11-21 23:08:36
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-21T23:46:46.039Z";2020-11-21 23:46:46
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T00:35:50.687Z";2020-11-23 00:35:50
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T02:30:51.922Z";2020-11-23 02:30:51
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T02:50:17.435Z";2020-11-23 02:50:17
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T03:26:06.158Z";2020-11-23 03:26:06
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T22:38:37.748Z";2020-11-23 22:38:37
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-23T23:06:34.374Z";2020-11-23 23:06:34
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T00:41:18.253Z";2020-11-24 00:41:18
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T01:48:29.656Z";2020-11-24 01:48:29
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T03:03:51.858Z";2020-11-24 03:03:51
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T18:01:23.343Z";2020-11-24 18:01:23
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T18:46:55.060Z";2020-11-24 18:46:55
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T19:36:15.786Z";2020-11-24 19:36:15
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T23:05:36.576Z";2020-11-24 23:05:36
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T23:31:25.476Z";2020-11-24 23:31:25
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-24T23:49:19.646Z";2020-11-24 23:49:19
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T00:24:13.948Z";2020-11-25 00:24:13
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T00:28:29.536Z";2020-11-25 00:28:29
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T00:43:55.536Z";2020-11-25 00:43:55
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T00:49:14.012Z";2020-11-25 00:49:14
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T02:02:35.715Z";2020-11-25 02:02:35
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T02:06:58.674Z";2020-11-25 02:06:58
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T02:48:03.805Z";2020-11-25 02:48:03
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T02:51:20.144Z";2020-11-25 02:51:20
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T03:15:40.448Z";2020-11-25 03:15:40
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T03:20:51.663Z";2020-11-25 03:20:51
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T20:27:17.941Z";2020-11-25 20:27:17
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T20:58:45.017Z";2020-11-25 20:58:45
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T21:33:35.469Z";2020-11-25 21:33:35
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-25T23:56:42.584Z";2020-11-25 23:56:42
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-26T00:17:42.369Z";2020-11-26 00:17:42
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-26T00:58:24.490Z";2020-11-26 00:58:24
"1655907b46332e9bf59fd3792dffea88f661da4d";"2020-11-26T01:50:10.071Z";2020-11-26 01:50:10
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T04:56:46.597Z";2020-11-20 04:56:46
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T04:56:59.092Z";2020-11-20 04:56:59
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T04:59:28.429Z";2020-11-20 04:59:28
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T04:59:37.634Z";2020-11-20 04:59:37
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T05:12:02.907Z";2020-11-20 05:12:02
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-20T05:14:19.147Z";2020-11-20 05:14:19
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-22T17:06:19.610Z";2020-11-22 17:06:19
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-22T22:46:02.202Z";2020-11-22 22:46:02
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-22T23:44:18.875Z";2020-11-22 23:44:18
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-22T23:44:25.095Z";2020-11-22 23:44:25
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T00:11:22.699Z";2020-11-23 00:11:22
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T00:28:54.269Z";2020-11-23 00:28:54
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T01:28:24.225Z";2020-11-23 01:28:24
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T12:56:47.753Z";2020-11-23 12:56:47
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T13:30:08.584Z";2020-11-23 13:30:08
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T14:06:32.101Z";2020-11-23 14:06:32
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T20:34:30.358Z";2020-11-23 20:34:30
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T20:51:22.240Z";2020-11-23 20:51:22
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T21:03:13.732Z";2020-11-23 21:03:13
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T21:32:50.002Z";2020-11-23 21:32:50
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T21:50:46.645Z";2020-11-23 21:50:46
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T22:19:45.754Z";2020-11-23 22:19:45
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T23:19:26.052Z";2020-11-23 23:19:26
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-23T23:33:24.220Z";2020-11-23 23:33:24
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T02:12:18.570Z";2020-11-24 02:12:18
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T02:24:28.654Z";2020-11-24 02:24:28
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T13:33:41.231Z";2020-11-24 13:33:41
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T14:36:08.049Z";2020-11-24 14:36:08
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T14:57:05.461Z";2020-11-24 14:57:05
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T15:16:29.301Z";2020-11-24 15:16:29
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T15:44:17.746Z";2020-11-24 15:44:17
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T20:36:59.224Z";2020-11-24 20:36:59
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T20:39:43.953Z";2020-11-24 20:39:43
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-24T20:39:55.696Z";2020-11-24 20:39:55
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-25T01:24:25.599Z";2020-11-25 01:24:25
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-25T01:40:16.986Z";2020-11-25 01:40:16
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-25T03:47:52.160Z";2020-11-25 03:47:52
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-25T04:05:27.107Z";2020-11-25 04:05:27
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";"2020-11-25T04:06:49.130Z";2020-11-25 04:06:49
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T01:44:04.512Z";2020-11-18 01:44:04
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T01:45:47.467Z";2020-11-18 01:45:47
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T04:51:16.671Z";2020-11-18 04:51:16
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T20:36:55.955Z";2020-11-18 20:36:55
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T21:07:04.311Z";2020-11-18 21:07:04
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:24:43.633Z";2020-11-18 22:24:43
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:24:50.439Z";2020-11-18 22:24:50
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:34:29.042Z";2020-11-18 22:34:29
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:34:55.791Z";2020-11-18 22:34:55
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:38:26.995Z";2020-11-18 22:38:26
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T22:51:02.770Z";2020-11-18 22:51:02
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-18T23:00:55.986Z";2020-11-18 23:00:55
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T00:01:48.182Z";2020-11-19 00:01:48
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T00:01:58.978Z";2020-11-19 00:01:58
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T04:49:50.108Z";2020-11-19 04:49:50
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T20:28:19.924Z";2020-11-19 20:28:19
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T21:50:37.301Z";2020-11-19 21:50:37
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T22:17:15.673Z";2020-11-19 22:17:15
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-19T22:55:49.098Z";2020-11-19 22:55:49
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-20T00:31:50.313Z";2020-11-20 00:31:50
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-20T00:46:30.641Z";2020-11-20 00:46:30
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-20T01:26:52.562Z";2020-11-20 01:26:52
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-20T01:35:24.257Z";2020-11-20 01:35:24
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-11-25T21:01:25.707Z";2020-11-25 21:01:25
"16d9298309705bb8ce82f1f11aa45a893548b88a";"2020-12-01T01:20:10.016Z";2020-12-01 01:20:10
"16f05fc1b167b79d431c60e7690dbf8f42a6490b";"2020-11-25T17:10:58.252Z";2020-11-25 17:10:58
"16f05fc1b167b79d431c60e7690dbf8f42a6490b";"2020-11-25T19:48:43.588Z";2020-11-25 19:48:43
"16f05fc1b167b79d431c60e7690dbf8f42a6490b";"2020-11-25T20:11:53.582Z";2020-11-25 20:11:53
"16f05fc1b167b79d431c60e7690dbf8f42a6490b";"2020-11-25T21:19:24.892Z";2020-11-25 21:19:24
