student;snapshot;c_error;r_error;t_failed;t_success
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-15T17_28_20.066Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-15T17_58_07.605Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-15T20_34_02.126Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T16_24_12.304Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T19_18_16.150Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T19_42_41.888Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T19_42_52.077Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T19_43_56.185Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T19_45_38.725Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T20_45_22.565Z;0;0;1;0
0c51503c95c50eeaf97615b29561f75e0d6d60c3;2020-09-16T21_29_17.796Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-12T06_34_38.706Z;1;0;0;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-12T06_34_44.989Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-12T06_38_35.238Z;0;0;0;1
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-16T04_09_01.002Z;0;0;0;1
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-16T04_09_13.809Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-16T04_10_17.975Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-16T05_22_44.076Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-16T05_44_03.606Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-17T00_25_19.089Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-17T01_47_36.586Z;0;0;1;0
0cec4107a713477189bb82d9d34b81190cb1201b;2020-09-17T02_01_05.455Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-14T20_04_27.981Z;1;0;0;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-14T20_04_40.180Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-16T21_18_44.644Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-16T21_21_24.439Z;0;0;0;1
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-16T21_25_27.493Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-16T21_55_22.163Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-17T00_30_59.941Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-17T01_03_12.314Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-30T16_42_01.322Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-09-30T16_45_25.947Z;0;0;1;0
0de822bddc1dd72a3230320f51b10b9f7a509869;2020-10-05T14_46_20.883Z;1;0;0;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T14_53_26.862Z;1;0;0;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T14_54_33.324Z;0;0;0;1
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T14_56_39.693Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T14_57_57.486Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T14_58_57.425Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-05T15_01_03.147Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-13T08_27_59.879Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-13T09_55_09.370Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-13T12_13_42.774Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-13T13_44_50.461Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-16T17_13_23.843Z;0;0;1;0
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-17T19_18_16.679Z;0;0;0;1
0e5e2419246434693bfda4a7c0c42bf8f6a75339;2020-09-17T19_19_14.537Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-07T16_16_57.458Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-07T16_17_17.105Z;1;0;0;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-07T16_45_02.000Z;0;0;0;1
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-11T01_50_04.796Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-14T20_41_50.694Z;0;0;0;1
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-14T20_45_09.127Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-14T21_32_17.404Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-14T22_45_41.289Z;0;0;1;0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023;2020-09-14T22_52_04.078Z;0;0;1;0
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_12_50.582Z;0;0;1;0
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_17_42.282Z;0;0;1;0
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_18_09.917Z;0;0;1;0
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_20_08.943Z;1;0;0;0
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_23_06.527Z;0;0;0;1
0ebaaad003868565710d1724cb582f41ed3aa598;2020-09-16T03_24_34.388Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-04T20_45_42.222Z;1;0;0;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-04T20_54_13.879Z;0;0;0;1
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-05T14_51_49.764Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-05T15_39_12.501Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-10T15_08_53.334Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-10T15_35_07.802Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-10T15_53_31.214Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-10T18_06_46.654Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-11T13_27_14.468Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-12T16_14_32.823Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-12T17_14_09.878Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-12T22_20_38.356Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-12T23_02_21.400Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-09-12T23_33_50.285Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-11-05T20_10_49.485Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-11-07T02_42_31.494Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-12-17T19_15_30.954Z;0;0;1;0
0f88be4b4d0a31605c539532fce08ed600190170;2020-12-18T19_09_47.859Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-09T16_26_45.155Z;1;0;0;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-09T16_26_53.773Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-17T19_07_06.598Z;0;0;0;1
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T13_42_04.060Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T13_42_22.691Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T14_11_24.168Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T18_01_32.688Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T19_50_08.422Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-18T20_03_56.458Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-19T13_22_13.212Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-19T18_49_27.301Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-25T01_01_09.564Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-25T01_19_55.440Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-09-25T02_36_09.584Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-11T17_25_39.134Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-11T17_25_40.698Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-11T17_45_27.999Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-19T02_41_52.215Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-19T02_54_03.654Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-23T10_46_17.196Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-23T11_11_39.580Z;1;0;0;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-23T11_12_27.739Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-23T11_12_29.643Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-25T14_34_48.173Z;0;0;1;0
0fc86b6a1afaad8cc203fac7e27c55097c310937;2020-10-25T14_36_39.847Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T18_55_14.530Z;1;0;0;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T18_57_02.698Z;0;0;0;1
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T18_59_55.092Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T19_02_46.944Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T19_06_14.940Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T19_19_35.902Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T19_57_54.131Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T20_14_48.177Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-06T21_56_58.218Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-09T01_26_30.985Z;1;0;0;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T15_46_10.937Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T16_56_46.606Z;0;0;0;1
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T17_17_30.496Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T18_05_48.091Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T18_43_57.241Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T22_11_54.842Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-10T22_42_36.164Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-11T16_00_30.215Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-11T23_27_14.410Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-15T01_33_39.351Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-15T02_12_47.750Z;0;0;1;0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf;2020-09-15T02_16_45.442Z;0;0;0;1
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T18_43_52.436Z;1;0;0;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T18_45_05.242Z;0;0;1;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T18_48_58.976Z;0;0;1;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T19_00_56.847Z;0;0;0;1
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T19_06_10.463Z;0;0;1;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T19_15_15.830Z;0;0;1;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T20_35_36.218Z;0;0;1;0
11a155325f353f226a2e2f1ac11eb3aa5351b146;2020-09-14T20_50_03.993Z;0;0;1;0
1390c5e2235f7bf89d0e6af7570654c3fa81a50e;2020-09-05T20_26_15.971Z;1;0;0;0
1390c5e2235f7bf89d0e6af7570654c3fa81a50e;2020-09-05T20_26_28.167Z;0;0;1;0
