HASH_ID,HW00 Grade,HW01 Grade,HW02 Grade,HW03 Grade,HW04 Grade,HW05 Grade,HW06 Grade,HW07 Grade,HW08 Grade,HW09 Grade,HW Avg,Extensions,HW00 Late Days,HW01 Late Days,HW02 Late Days,HW03 Late Days,HW04 Late Days,HW05 Late Days,HW06 Late Days,HW07 Late Days,HW08 Late Days
b153914f2e02d75d24451557bd564a3fac4473ae,100,94.5,79.5,92,100,89,47,60,0,,73.55555556,0,0,0,0,2,0,0,1,0,2
71fe42a113dd697e5b2febb2d566d6f80d376d03,100,92,100,98,94,95,96,100,70,,93.88888889,0,0,0,0,1,0,0,0,2,2
6e187a8a1e51badcb72f58aa711583db4f2d3393,100,70,97,88,100,98,78,60,68.1406,,84.34895556,0,0,0,0,0,0,0,1,2,2
2fcd57e994ce4e99ea705980aa0f47d3307e3ab7,100,92,94.5,95,100,96,97,60,70,,89.38888889,0,0,0,0,1,0,0,2,2,0
5d62f611d889cb7019dd0fc8cf9ef3b15a83c810,100,73,95,90,100,100,43,26,18.05,,71.67222222,0,0,1,0,1,0,1,2,0,0
e761b3497fcd3266080b6cfa1e7ec2eeda61b25e,100,82,100,63.5,94,100,90,92,66.2812,,87.53124444,0,0,0,0,2,0,0,2,0,0
0cec4107a713477189bb82d9d34b81190cb1201b,100,89.5,100,96.5,100,98,72,96,68.8156,,91.20173333,0,0,1,0,0,2,0,2,0,0
f9bca1aec5accded1070638cdde237bb8c81c301,100,93,100,100,100,99,100,100,70,,95.77777778,0,0,0,0,1,0,0,2,1,1
d6e9814a3868b71061aca4eae8273d857b125994,100,90,82.5,100,98,96,98,100,100,,96.05555556,0,0,0,0,0,0,0,1,0,0
f724564ebbaf4cbfa45bbb21a883b9b4e33108ed,100,89,88.5,92,89,97,93,60,67.9,,86.26666667,0,0,0,0,0,0,2,1,1,0
a0c979eb2ed3dd7ed0809650ab784850de9afadc,100,94,90,41.5,98,98,34,96,45.325,,77.425,8,0,0,0,10,0,0,2,0,1
0de822bddc1dd72a3230320f51b10b9f7a509869,100,54,81,2.5,72,82,10,96,57.3126,,61.64584444,0,0,0,0,1,0,0,2,0,1
f585fa117b6526204820e0b1eb2a80d27b8592f5,100,92,63.5,100,98,100,100,97,70,,91.16666667,0,0,0,0,0,0,0,0,0,0
4c948f488d593c3e166696d2b6f6347110516450,100,88,75,94,98,96,100,98,100,,94.33333333,0,0,0,0,0,0,0,0,1,0
a89be8df0626f0b9957032dd58fdeab74412a8b5,100,96,97,93.5,87,100,92,99,70,,92.72222222,0,0,0,0,0,0,0,2,0,0
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023,100,92,83,71,76.8,98,64,100,58.7126,,82.61251111,0,0,0,0,0,0,0,2,1,1
585e11bbcd145d378d188bde0220988e63005f64,100,81,95.5,92,100,92,89,97,70,,90.72222222,0,0,0,0,0,0,0,0,0,0
3064ded73b27ebf4e4be83f9940854d520b6d6a9,100,86,96,100,97,100,97,100,100,,97.33333333,0,0,0,0,0,0,0,0,0,0
80ef8b175906556768725249bfe6689efaefc880,100,75,88,5,93,95,44,100,38.85,,70.98333333,0,0,0,0,9,0,0,2,0,0
6923d2c4a9b794f7653cdc3c892b733d71da9af5,100,87,91,91,98,97,100,100,100,,96,0,0,0,0,2,2,0,1,0,0
c3fc16e36541476612e0bb0f315be56cc89f2256,100,84,83,59,68,98,73,6,67.9,,70.98888889,0,0,0,0,1,0,0,2,1,1
7d0d034b66e61ddcb7f9c81b42fa9d6c790e2fe1,100,96,96,90,98,96,100,98,70,,93.77777778,0,0,0,0,0,0,0,2,0,0
b5cd0e6c19a855f779db1522e8aae08c8e5bef43,100,88,90,102,99,100,98,100,70,,94.11111111,0,0,0,0,1,1,1,1,1,0
1655907b46332e9bf59fd3792dffea88f661da4d,100,78,99,48.5,97,100,80,92,97,,87.94444444,9,0,0,0,10,0,0,0,0,0
8c1380e65b8b929a2468b924a87169041cf74873,100,100,97,92,96,100,89,60,100,,92.66666667,0,0,0,0,0,0,0,0,2,0
57ee738221009ddeee88e1636ea1d3cc0e9985c5,100,80.5,90.5,73,91,84,96,69,66.15,,83.35,0,0,0,0,0,0,0,0,0,0
f287bc03f1da354760d06ae72a386f51451e0278,100,97.5,94,97.5,98,100,87,98,70,,93.55555556,0,0,0,0,0,0,0,0,0,0
7a9afe398c11e435a6d7fd72619249adeb381e2f,100,97,100,100,100,98,98,100,100,,99.22222222,0,0,0,0,0,0,0,0,0,0
833518764076caa037d114455cff8b00883bb085,100,95,99,100,98,100,96,98,70,,95.11111111,0,0,0,0,0,0,0,0,0,0
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86,100,38,76.5,48,88.4,90,65,46.5,66.2812,,68.74235556,0,0,0,1,0,0,0,1,0,2
25fe012692240da59936ab2cd702848f6ab41d7f,100,84,98,98,99,100,99,100,68.25,,94.02777778,0,0,0,0,0,0,0,0,0,0
66185f6c983513b8b2b899e1e3b09e33aa9c8d97,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
d4389a01a42868ac533884b4b8b94af7a65121a6,100,94,88,92,92,91,100,75.5,78.5626,,90.11806667,0,0,0,2,1,0,0,2,0,0
ac39e2fbeae46c23551eb54e9ffe6735af6ebbac,100,100,99,98,94,94,99,88,100,,96.88888889,0,0,0,0,0,0,0,1,0,0
f6a45f0aa04a8d131333739859a926bcbc8a12a9,100,86,68,79.5,100,75,54,24,57.2032,,71.52257778,0,0,1,0,2,1,0,1,0,0
432d6f1cb419a77afaef67325d541f506d80cec7,100,100,98,100,98,100,97,100,70,,95.88888889,0,0,0,0,0,0,0,0,0,0
50fa24df3a840e16ab9aac65494fb39960a78ac3,100,90,97,94,96,97,98,96,70,,93.11111111,0,0,0,0,0,0,0,0,0,2
a96f6211648f9ecbd94850e4271c8cfe29f7ddfb,100,83,77.5,96,100,100,92,100,100,,94.27777778,0,0,0,0,1,0,0,2,2,0
69c72846174d65b49ebdd1cb6a25f0e2781d262c,100,100,94,97,100,100,81,90,70,,92.44444444,0,0,0,0,0,0,0,2,0,0
a2ed97ccae0bb30d89307c34d163ec2761a8eacd,100,59,48,74,93,100,43,96,98,,79,0,0,0,0,0,0,0,2,0,2
03ca17c101841d13b549bea0ce51f4e0fe320d0c,100,100,94,102,102,100,100,100,70,,96.44444444,0,0,0,0,0,0,0,0,0,0
842fbda27b35b29ea68ee1c0c3da3bd2be207210,100,94,87,100,98,100,93,100,70,,93.55555556,0,0,0,0,0,0,0,1,2,0
107e619e6f2a5a39e729d6ffaa91b43d2be99edf,98,90,97,100,96,88,100,60,70,,88.77777778,0,0,0,0,0,0,0,1,0,0
6441d968337ce853fb844b4be2360a7680bd3d3d,100,94,94,100,100,100,96,100,70,,94.88888889,0,0,0,0,1,0,0,2,0,0
89daac6f0b6f67287ebfb791365f69bb3fdaf8e7,100,94,99,81,95,91,0,22,64.4,,71.82222222,0,0,2,0,2,0,0,0,1,0
c2602bcc459c63ef5986cba9d78253119f74c567,100,100,100,100,100,100,100,60,70,,92.22222222,0,0,0,0,0,0,0,0,0,0
4a181b8a0daafd8c1c8b971d48fb20139cc2e58e,100,88,99,92,98,100,99,89,70,,92.77777778,0,0,0,0,0,0,0,1,0,0
9e9976283823c7044a8ba42785855e9e16dc9134,100,72,86.5,94,96,98,99,99,70,,90.5,0,0,0,0,1,0,0,2,0,2
e0d84997d15e10bdfe98baff903bde2d78d26773,100,93,91,75,73.6,100,21,81,62.3218,,77.43575556,5,0,1,0,1,0,0,7,1,0
04810dc49618a521e56f3207dc85b34ec4e67375,100,102,96,94,100,100,97,94,100,,98.11111111,0,0,0,0,0,0,0,0,0,0
986b7ca95742aa90d2aeb25dff1d6a22d497659e,100,90,64,97.5,98,93,100,92,70,,89.38888889,0,1,0,0,0,0,2,1,0,0
3e153ba5e93176a5402d30722e402771b771bf55,100,96,100,100,99,100,98,98,96,,98.55555556,0,0,0,0,0,0,0,0,1,0
4c0e060545d21fcedf84f937c59a97bbc71a69e3,100,102,98,100,100,100,94,60,70,,91.55555556,0,0,0,0,0,0,0,0,0,0
2892d3dbc857f6742361415ebd37d0dde3eeb077,100,81,82,91.5,100,100,94,98,94,,93.38888889,0,0,0,0,0,0,0,0,0,0
6db5438b3419df449f02fef8ae541ad4c3e972cf,100,77,95.5,90,96,97,97,60,70,,86.94444444,0,0,1,0,0,0,0,1,1,0
c0c9189b7b9396f01b6da23677de6c1f2ca8bba7,100,95,98,100,95,100,100,95,70,,94.77777778,0,0,0,0,0,0,0,2,1,0
5950ad0df7ed21fc66a3af04ed8cb667e6051a02,100,92,80.5,98,100,100,98,100,100,,96.5,0,0,0,0,0,0,0,1,1,0
3932b8c4b8eceb9304e1273203288b7344a72e1c,100,90,100,97,98,100,99,90,70,,93.77777778,0,0,0,0,0,0,0,0,0,0
d095c107bc365afe22ee3154484d4eb12440aa56,100,98,94,100,100,100,95,100,100,,98.55555556,0,0,0,0,1,0,0,1,2,0
6bdc06fda22c35736f923f79caf364818c92242a,100,67,36,84.5,94,76,31,58,8.4,,61.65555556,0,1,1,0,2,0,0,1,0,0
55c22b2f9d6817c1fe72d44c330abca86d474e26,100,79,89,100,96,100,87,98,90,,93.22222222,0,0,0,0,0,0,0,2,0,0
c59765dbf72a19a26a730a0dee227a097a1abbca,100,100,93,98,97,100,97,0,0,,76.11111111,0,0,0,0,0,0,0,2,0,0
737a7201f8108e07db06622a15ebc3a749e50f3e,100,94,95,77.5,98,87,12,56,87.3126,,78.53473333,1,0,0,1,1,0,2,2,0,0
d7e4aad81a2fc6223695a9c7081657d7dd2e43f6,94,96,92.5,91,100,98,100,100,70,,93.5,0,0,0,0,0,0,0,2,0,0
ec3575e0aaf86406ac4a84bb5d0049cbed28c421,96,94,88,100,96,98,96,96,70,,92.66666667,0,0,0,0,0,0,0,0,0,0
4ee624ba618e49234700248189f5f77acf310f5a,100,98,100,100,98,100,99,100,70,,96.11111111,0,0,0,0,0,0,0,1,0,1
6c461bf548b9c9d93287748945b41d2251965d93,98,76.5,54,68,81,92,19,52,92.1812,,70.29791111,0,0,2,2,1,0,0,8,0,0
958c9425eca66a75a15a62f0ba018c486934007c,100,89,96,96,100,100,97,96,100,,97.11111111,0,0,0,0,0,0,0,0,0,0
409cbf4bc16c594da820d29c743f14a10e7919f1,100,84,84,100,98,98,88,11.5,70,,81.5,0,0,0,1,0,0,0,1,2,0
4b8cafbb2f0acbe010290da14340378e9c684d75,100,98,98,100,100,96,95,94,70,,94.55555556,0,0,0,0,0,0,0,2,0,0
d9b3baf435d965814c522937027386a1189b3e8a,100,86,63,96,90,89,93,94,88,,88.77777778,0,0,1,1,0,0,0,0,1,0
ba15266164841b505d1d1ae06d5932e085308ec2,100,96,83,100,100,96,94,60,70,,88.77777778,0,0,0,0,0,0,0,1,2,0
38da134c1fae87f8777176da8840445f10def983,100,99,100,94,102,100,100,60,70,,91.66666667,0,0,0,0,0,0,0,0,0,0
58247ed7f5f7ef58de87e5c75e111bb8c1319e5f,100,99.5,99,100,96,100,94,100,70,,95.38888889,0,0,0,0,0,0,0,0,0,0
61462cc7f58a084c8e51fbd9ba9623cd545132ad,100,90,82.5,99,98,98,95,98,70,,92.27777778,0,0,0,0,0,0,0,2,0,0
4e6375572baa7b596e96b115bbff4f03ff44ed9a,100,98,98,100,92,96,100,100,100,,98.22222222,0,0,0,0,0,0,0,1,0,1
e5cdcd71dda149bde72346d66d3caf28024f99ea,100,96,100,98,96,100,100,98,98,,98.44444444,0,0,0,0,0,0,0,0,0,0
4d3e16e24096cd5e30e393ecb9f049662806f603,100,82,70.5,71,77.2,72,62,81,62.7812,,75.3868,0,0,0,0,1,0,1,1,1,0
c4655f02078e14a8504b692a8f7f62e3571ff38f,100,100,96,96,92,100,96,87,70,,93,0,0,0,0,0,0,0,0,0,0
084446117d0ab708d724abbe76e58340d13dc899,98,98,100,100,94,97,98,57,70,,90.22222222,0,0,0,0,0,0,0,2,2,0
d63d4cb3004981a57f0f8aa89708bb414a06f23e,100,96,85,95,100,100,100,92,98,,96.22222222,0,0,0,0,0,0,0,0,1,0
ebc37c14dc0482e6748865ab0d58358e89be63a2,100,95,98,80,100,98,93,96,70,,92.22222222,0,0,0,0,1,0,0,1,0,0
bce6c9a25c13892e6af4da6592b09ab5a90e5515,100,96,100,100,98,100,99,100,98,,99,0,0,0,0,0,0,0,0,0,0
43ddbe9de85fe609a1ecc56a76dbcddb0f52d8c1,100,92,90,100,100,100,89,96,70,,93,0,0,0,0,0,0,0,0,0,0
6bb42c027ec626db7c9c78943666e00a0846903a,100,88,95,98,97,100,97,98,70,,93.66666667,0,0,0,0,0,0,0,0,0,0
8b6cb46c93fc50f8b057bfafe9cee7e1758aacd1,100,100,99,102,102,96,100,60,70,,92.11111111,0,0,0,0,0,0,0,0,0,0
11a155325f353f226a2e2f1ac11eb3aa5351b146,98,85.5,98,85.5,98,100,82,92,70,,89.88888889,0,0,0,0,1,0,0,2,0,0
c1628523a89e117f0d7a76d14a1620df270e8677,100,98,99,97,96,94,75,79.5,0,,82.05555556,0,0,0,0,0,0,0,1,2,0
b4821e2a765f1e58c10bfb4aa61c636dd21fae1a,100,66.5,94,65.5,96,100,92,16,70,,77.77777778,0,0,0,0,0,0,0,2,1,0
b4821e2a765f1e58c10bfb4aa61c636dd21fae1a,100,66.5,94,65.5,96,100,92,16,70,,77.77777778,0,0,0,0,0,0,0,2,1,0
c42a26e12767fd486062cdf3ac84420acbc71766,100,86,97,100,102,100,100,96,98,,97.66666667,0,0,0,0,0,0,0,0,0,0
42fe0cd21665026551f4802887b10b11b48e883a,100,100,100,100,99.2,100,100,100,70,,96.57777778,0,0,0,0,1,0,0,2,0,0
bcecca23914ff5e3b78d6f043dac4e641bf1592e,100,81,98,65.5,100,91,28,55,48.6562,,74.12846667,6,0,1,0,0,0,1,8,0,0
ff126a7ee3f7c8a16ba56d69ae9ae61028597309,100,94,96,96,98,97,81,98,70,,92.22222222,0,0,0,0,1,0,1,2,0,0
8234cafa4dcd18c5bee3c95c4e76811026ea6a53,100,84,98,100,98,100,89,93,86.8438,,94.31597778,0,0,0,0,1,0,0,1,0,0
1390c5e2235f7bf89d0e6af7570654c3fa81a50e,100,75.5,91,36,98,92,38,40.5,70,,71.22222222,0,0,0,0,38,0,0,0,0,0
39d054a15ed725d77edf691e802c5b3222f42c9f,98,94,96,67.5,100,96,75,100,97,,91.5,9,0,0,0,10,0,0,1,0,0
5a88a68dbd6e3787f79323650ab8bc39cd043192,100,93,89,90,78.8,95,75,100,70,,87.86666667,0,0,0,0,0,0,0,2,0,0
0106f488719b5b6dec8020fdf6c9e2e6d2059227,100,95,97,97.5,98,98,96,93,70,,93.83333333,0,0,0,0,0,0,0,0,0,0
9896989b45c42b1ac66b11763e914661966205d9,100,95,93,100,100,100,94,98,100,,97.77777778,0,0,0,0,0,0,0,0,0,0
b73f677e519a4bf4d446832eb58b3f0a04112b43,100,50,87,97,96,96,96,104,70,,88.44444444,0,0,1,0,0,0,0,0,2,0
260bb5e515632f23d4a975dca9caff206e84bb87,100,97,98,98,98,100,84,96,96,,96.33333333,1,0,0,0,0,0,0,1,0,0
e1d16243d685d6f154eb089648fc32c3e17a4386,100,87.5,85,64,98,94,73,93,45.1938,,82.1882,0,0,1,0,0,1,1,1,1,0
15a781a47074cd944066e0eae974606082fc9788,98,89,92,100,97.2,100,98,100,96.25,,96.71666667,0,0,0,0,0,0,0,2,0,0
9c24a65c462341379b6429283ac93737801f9389,100,86,99,93,100,100,98,100,100,,97.33333333,0,0,0,0,0,0,0,2,0,0
4d304d0fc8d7287703d7e1350a77470f66984e3a,100,83,92,95,100,82,91,100,100,,93.66666667,0,0,0,0,0,0,0,2,0,0
c7daed73009c0d31a410be0d1212d298cf9b7f92,100,98,100,97,95.2,100,98,98,70,,95.13333333,1,0,0,0,0,2,1,1,0,0
8e98209674dd7406aa3526a9bd39a7c884c22e15,100,81,98,0,0,91,16,100,70,,61.77777778,0,0,1,0,0,0,0,3,0,0
a89caf8c7abe4da1a5f1ff069ce7e210c9a54df4,100,32,0,27,0,0,0,0,0,,17.66666667,0,0,2,2,0,0,0,0,0,0
91c12a36efaa95f40df93c9135741ad002737546,100,98,100,92,97,100,95,94,98,,97.11111111,0,0,0,0,1,0,0,1,0,0
20c9374598da999068e755c6651799d960f81954,100,100,100,98,100,98,98,100,100,,99.33333333,0,0,0,0,0,0,0,0,0,0
a301279665527c8fa4add8ad5a7d04c50fc2ea12,100,97,96,100,98,94,100,96,70,,94.55555556,0,0,0,0,0,0,0,2,0,0
b99245183799dac29608c895bd5481a4f83d71d6,100,96,95,100,100,100,100,96,70,,95.22222222,0,0,1,0,0,0,0,2,0,0
139c29eaf2bf6ea4e53e4a9f895ad1199b063548,100,94,93.5,100,96,95,82,100,98,,95.38888889,0,0,0,0,0,0,0,1,0,0
277a52b85746c8b6ed956104bcc81523056b5633,94,90,82,97.5,100,100,95,96,70,,91.61111111,0,0,0,0,0,0,0,1,0,0
38a2e1976989130b93cd07a1336fb4a7f6d78ccd,100,102,99,98,102,100,93,60,70,,91.55555556,0,0,0,0,2,0,0,2,1,0
736f3aaa60c9d0eaab53014dd997f5c90600091f,100,95.5,88.5,97.5,81,94,97,100,70,,91.5,0,0,0,0,0,0,0,2,0,1
31581b9b01d2fa566b8c69efc227c6bd676e574e,90,94,99,100,94,100,91,92,68.1406,,92.01562222,0,0,0,0,0,0,0,0,0,0
ad32cd8b3114fa67f291bfe5cac9bd96401fdb0d,100,81,76,100,100,100,100,97,100,,94.88888889,0,0,0,0,0,0,0,2,0,0
16d9298309705bb8ce82f1f11aa45a893548b88a,98,96,84,98,98,100,95,98,88,,95,0,0,0,0,0,0,0,1,0,0
36705719323335eb34505b09f49cefde478d0252,100,94,98,98,100,100,97,100,70,,95.22222222,0,0,0,0,0,0,0,1,0,1
feed1621d6e46f3100522dadfbb9ecec17fe8ba4,98,68,94,96,97,100,99,100,70,,91.33333333,0,0,0,0,0,0,0,0,0,1
f904cf4af455a40289408485efcc117e1a9b60ad,100,96,97,100,95,100,85,99,0,,85.77777778,0,0,0,0,0,0,0,2,1,0
8982c55fca7a590586986a5acd7817979b1c7bb6,100,78,93.5,92,0,0,0,0,0,,40.38888889,0,0,0,0,0,0,0,0,0,0
9b6c40db29604939621b861681b84e5cca9d1938,100,96,98,98,100,100,95,60,70,,90.77777778,0,0,0,0,0,0,0,2,2,0
1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d,98,97.5,85,98,98,96,99,100,100,,96.83333333,0,0,0,0,0,0,2,2,0,0
